,Open,High,Low,Volume,Dividends,Stock Splits,Adjusted Close,compound,negative,neutral,positive
2012-12-13,12.978570938110352,13.331428527832031,12.838570594787598,28865900,0.0,1.0,13.222857475280762,-0.9998,0.143,0.776,0.08
2012-12-14,13.238571166992188,13.527142524719238,13.14285659790039,27706700,0.0,1.0,13.328571319580078,-0.9996,0.126,0.789,0.085
2012-12-17,13.281429290771484,13.569999694824219,13.158571243286133,21660800,0.0,1.0,13.528571128845215,-0.9998,0.134,0.784,0.081
2012-12-18,13.567143440246582,13.935713768005371,13.464285850524902,29348200,0.0,1.0,13.662857055664062,-0.9999,0.169,0.759,0.073
2012-12-19,13.800000190734863,13.971428871154785,13.350000381469727,30674700,0.0,1.0,13.425713539123535,-0.9999,0.156,0.772,0.072
2012-12-20,13.475713729858398,13.5,13.235713958740234,16611700,0.0,1.0,13.35714340209961,-0.9999,0.179,0.748,0.073
2012-12-21,13.149999618530273,13.268570899963379,13.015713691711426,28430500,0.0,1.0,13.04857063293457,-0.9999,0.17,0.734,0.095
2012-12-24,13.079999923706055,13.121429443359375,12.757143020629883,7193200,0.0,1.0,12.890000343322754,-0.9999,0.181,0.719,0.1
2012-12-26,12.834285736083984,13.271429061889648,12.768570899963379,15166900,0.0,1.0,12.949999809265137,-1.0,0.202,0.707,0.091
2012-12-27,12.941429138183594,13.062856674194336,12.648571014404297,14898100,0.0,1.0,12.928570747375488,-0.9999,0.182,0.735,0.083
2012-12-28,12.828571319580078,12.935713768005371,12.699999809265137,11123000,0.0,1.0,12.761428833007812,-0.9999,0.168,0.75,0.083
2012-12-31,12.768570899963379,13.35714340209961,12.715714454650879,18078900,0.0,1.0,13.227143287658691,-0.9999,0.182,0.729,0.089
2013-01-02,13.601428985595703,13.687143325805664,12.955714225769043,19431300,0.0,1.0,13.144286155700684,-0.9999,0.157,0.762,0.08
2013-01-03,13.138570785522461,13.988571166992188,13.075714111328125,27912500,0.0,1.0,13.79857063293457,-1.0,0.194,0.731,0.075
2013-01-04,13.791428565979004,13.958571434020996,13.648571014404297,17761100,0.0,1.0,13.71142864227295,-0.9999,0.161,0.764,0.075
2013-01-07,13.770000457763672,14.535714149475098,13.731429100036621,45550400,0.0,1.0,14.171428680419922,-0.9999,0.171,0.737,0.092
2013-01-08,14.287142753601074,14.427143096923828,13.828571319580078,24714900,0.0,1.0,13.880000114440918,-0.9999,0.176,0.747,0.077
2013-01-09,13.874285697937012,13.992856979370117,13.507143020629883,20223000,0.0,1.0,13.70142936706543,-0.9999,0.18,0.745,0.076
2013-01-10,13.795714378356934,14.274286270141602,13.671428680419922,26117700,0.0,1.0,14.0,-0.9999,0.161,0.748,0.091
2013-01-11,14.025713920593262,14.5600004196167,14.0,29851500,0.0,1.0,14.470000267028809,-0.9999,0.167,0.76,0.073
2013-01-14,14.427143096923828,14.928570747375488,14.365714073181152,23473100,0.0,1.0,14.778571128845215,-0.9999,0.149,0.77,0.081
2013-01-15,14.717143058776855,14.908571243286133,14.435713768005371,17068100,0.0,1.0,14.527142524719238,-0.9998,0.151,0.76,0.088
2013-01-16,14.545714378356934,14.614286422729492,13.822856903076172,28014700,0.0,1.0,13.925713539123535,-0.9999,0.163,0.769,0.068
2013-01-17,14.012857437133789,14.085714340209961,13.678570747375488,16221100,0.0,1.0,13.95714282989502,-0.9999,0.151,0.773,0.076
2013-01-18,14.34000015258789,14.562856674194336,14.097143173217773,35999600,0.0,1.0,14.167142868041992,-0.9997,0.13,0.787,0.083
2013-01-22,14.235713958740234,14.235713958740234,13.79857063293457,22773100,0.0,1.0,13.972857475280762,-0.9998,0.142,0.783,0.075
2013-01-23,13.875714302062988,14.832857131958008,13.859999656677246,74235000,0.0,1.0,14.751428604125977,-0.9999,0.149,0.77,0.081
2013-01-24,20.56999969482422,21.309999465942383,19.945714950561523,118805400,0.0,1.0,20.979999542236328,-0.9999,0.16,0.755,0.085
2013-01-25,20.809999465942383,24.66857147216797,20.801429748535156,191445800,0.0,1.0,24.222856521606445,-0.9999,0.173,0.744,0.083
2013-01-28,24.644285202026367,25.321428298950195,22.969999313354492,109104800,0.0,1.0,23.158571243286133,-0.9991,0.136,0.753,0.111
2013-01-29,22.59000015258789,24.268571853637695,22.375713348388672,59542000,0.0,1.0,24.15999984741211,-0.9999,0.157,0.769,0.073
2013-01-30,24.784286499023438,25.071428298950195,23.23714256286621,48062700,0.0,1.0,23.957143783569336,-0.9998,0.137,0.788,0.075
2013-01-31,23.871429443359375,24.14285659790039,22.902856826782227,35601300,0.0,1.0,23.605714797973633,-0.9997,0.137,0.767,0.096
2013-02-01,24.28571319580078,24.71428680419922,23.411428451538086,50358000,0.0,1.0,23.542856216430664,-0.9997,0.14,0.763,0.097
2013-02-04,23.25428581237793,25.018571853637695,23.25428581237793,50969100,0.0,1.0,24.96285629272461,-0.9999,0.157,0.744,0.099
2013-02-05,24.625713348388672,25.412857055664062,24.428571701049805,57056300,0.0,1.0,24.912857055664062,-0.9999,0.15,0.771,0.079
2013-02-06,25.0,26.47857093811035,24.935714721679688,67190900,0.0,1.0,26.34428596496582,-0.9999,0.171,0.752,0.077
2013-02-07,26.53571319580078,26.98285675048828,25.505714416503906,53086600,0.0,1.0,25.994285583496094,-0.9999,0.171,0.736,0.093
2013-02-08,25.96285629272461,26.280000686645508,25.715713500976562,25657800,0.0,1.0,25.85285758972168,-0.9998,0.152,0.759,0.089
2013-02-11,25.568571090698242,26.007143020629883,24.9714298248291,29325100,0.0,1.0,25.412857055664062,-0.9998,0.149,0.766,0.085
2013-02-12,25.808570861816406,26.222856521606445,25.101428985595703,34399400,0.0,1.0,25.421428680419922,-0.9998,0.139,0.776,0.084
2013-02-13,25.842857360839844,26.628570556640625,25.665714263916016,40929000,0.0,1.0,26.610000610351562,-0.9999,0.153,0.769,0.078
2013-02-14,26.755714416503906,27.121429443359375,26.384286880493164,31979500,0.0,1.0,26.77142906188965,-0.9996,0.149,0.742,0.109
2013-02-15,26.93857192993164,27.14285659790039,26.608570098876953,26652500,0.0,1.0,27.072856903076172,-0.9999,0.157,0.755,0.087
2013-02-19,27.28571319580078,28.167142868041992,27.16428565979004,34138300,0.0,1.0,28.064285278320312,-0.9999,0.146,0.794,0.061
2013-02-20,28.2257137298584,28.231428146362305,26.64285659790039,34996500,0.0,1.0,26.731428146362305,-0.9999,0.162,0.765,0.073
